id_cliente,data_compra,valor,categoria,metodo_pagamento
6,2020-02-22 17:32:01.512151215,92.81,Beleza,Cartão
6,2021-02-27 17:32:01.512151215,109.04,Moda,Cartão
7,2020-03-11 21:02:25.814581458,146.64,Eletrônicos,Pix
7,2020-07-16 21:02:25.814581458,69.72,Eletrônicos,Boleto
7,2020-07-10 21:02:25.814581458,159.08,Moda,Cartão
7,2020-02-04 21:02:25.814581458,304.31,Esportes,Cartão
7,2020-03-18 21:02:25.814581458,124.88,Casa,Cartão
7,2020-06-18 21:02:25.814581458,234.16,Casa,Cartão
8,2020-02-27 00:32:50.117011701,106.13,Moda,Boleto
8,2020-03-30 00:32:50.117011701,180.31,Beleza,Pix
9,2020-04-01 04:03:14.419441944,17.12,Casa,Cartão
9,2020-01-16 04:03:14.419441944,7.72,Beleza,Cartão
9,2020-01-12 04:03:14.419441944,23.51,Eletrônicos,Cartão
9,2020-05-26 04:03:14.419441944,91.57,Eletrônicos,Boleto
9,2020-03-26 04:03:14.419441944,105.01,Casa,Cartão
9,2020-01-24 04:03:14.419441944,398.03,Esportes,Cartão
9,2020-02-03 04:03:14.419441944,14.58,Eletrônicos,Boleto
9,2020-05-18 04:03:14.419441944,48.15,Eletrônicos,Cartão
9,2020-04-02 04:03:14.419441944,100.7,Eletrônicos,Cartão
9,2020-02-26 04:03:14.419441944,21.39,Moda,Cartão
9,2020-06-01 04:03:14.419441944,249.06,Moda,Cartão
9,2020-06-25 04:03:14.419441944,211.65,Esportes,Cartão
10,2020-09-10 07:33:38.721872187,114.36,Eletrônicos,Boleto
10,2020-01-31 07:33:38.721872187,157.78,Beleza,Cartão
10,2020-01-09 07:33:38.721872187,182.91,Eletrônicos,Cartão
10,2020-06-21 07:33:38.721872187,331.34,Moda,Cartão
10,2020-01-08 07:33:38.721872187,56.34,Casa,Cartão
10,2020-04-08 07:33:38.721872187,163.8,Moda,Pix
10,2020-04-01 07:33:38.721872187,95.21,Moda,Pix
10,2020-03-26 07:33:38.721872187,226.57,Beleza,Cartão
11,2020-01-24 11:04:03.024302430,151.29,Casa,Pix
11,2020-01-30 11:04:03.024302430,100.88,Moda,Cartão
11,2020-02-08 11:04:03.024302430,71.13,Moda,Boleto
11,2020-03-30 11:04:03.024302430,254.22,Eletrônicos,Cartão
11,2020-05-06 11:04:03.024302430,80.49,Moda,Cartão
11,2020-01-17 11:04:03.024302430,181.46,Moda,Pix
11,2020-03-30 11:04:03.024302430,175.48,Eletrônicos,Cartão
11,2020-07-04 11:04:03.024302430,288.55,Eletrônicos,Boleto
11,2020-01-12 11:04:03.024302430,57.15,Beleza,Pix
12,2020-03-23 14:34:27.326732673,22.08,Beleza,Pix
12,2020-01-13 14:34:27.326732673,118.11,Casa,Cartão
12,2020-05-17 14:34:27.326732673,142.2,Eletrônicos,Cartão
12,2020-01-15 14:34:27.326732673,28.08,Eletrônicos,Cartão
12,2020-03-21 14:34:27.326732673,150.13,Eletrônicos,Boleto
13,2020-04-26 18:04:51.629162916,216.68,Eletrônicos,Pix
13,2020-01-15 18:04:51.629162916,105.85,Moda,Boleto
13,2020-04-08 18:04:51.629162916,44.2,Eletrônicos,Cartão
13,2020-02-24 18:04:51.629162916,123.84,Moda,Pix
13,2020-03-16 18:04:51.629162916,155.22,Casa,Cartão
14,2020-09-17 21:35:15.931593159,258.14,Eletrônicos,Cartão
14,2020-02-06 21:35:15.931593159,101.31,Eletrônicos,Cartão
14,2020-01-06 21:35:15.931593159,167.0,Moda,Cartão
14,2020-01-25 21:35:15.931593159,32.4,Esportes,Boleto
14,2020-05-16 21:35:15.931593159,118.47,Moda,Cartão
14,2021-03-13 21:35:15.931593159,85.09,Beleza,Cartão
14,2020-07-23 21:35:15.931593159,211.85,Eletrônicos,Boleto
14,2020-02-03 21:35:15.931593159,193.19,Moda,Pix
14,2020-11-25 21:35:15.931593159,151.4,Beleza,Cartão
14,2020-02-08 21:35:15.931593159,213.17,Eletrônicos,Cartão
15,2020-01-10 01:05:40.234023402,249.33,Casa,Cartão
15,2020-01-19 01:05:40.234023402,158.86,Esportes,Cartão
15,2020-04-24 01:05:40.234023402,88.72,Casa,Pix
15,2020-02-29 01:05:40.234023402,108.12,Moda,Cartão
15,2020-03-01 01:05:40.234023402,301.22,Casa,Pix
15,2020-03-07 01:05:40.234023402,103.2,Eletrônicos,Cartão
15,2020-01-08 01:05:40.234023402,114.13,Casa,Cartão
15,2020-03-08 01:05:40.234023402,370.13,Casa,Cartão
15,2020-01-24 01:05:40.234023402,96.61,Moda,Cartão
15,2020-08-12 01:05:40.234023402,58.25,Beleza,Cartão
15,2020-03-03 01:05:40.234023402,305.84,Beleza,Cartão
15,2020-01-28 01:05:40.234023402,45.23,Eletrônicos,Cartão
15,2020-03-23 01:05:40.234023402,486.43,Moda,Cartão
15,2020-01-09 01:05:40.234023402,136.23,Eletrônicos,Cartão
15,2020-01-20 01:05:40.234023402,182.72,Esportes,Cartão
15,2020-02-23 01:05:40.234023402,128.45,Eletrônicos,Cartão
16,2020-04-30 04:36:04.536453645,169.03,Esportes,Pix
16,2020-02-07 04:36:04.536453645,21.74,Eletrônicos,Pix
16,2020-02-24 04:36:04.536453645,114.56,Eletrônicos,Cartão
16,2020-01-04 04:36:04.536453645,75.98,Casa,Pix
16,2020-02-19 04:36:04.536453645,109.25,Eletrônicos,Boleto
16,2020-01-08 04:36:04.536453645,190.12,Moda,Boleto
17,2020-03-30 08:06:28.838883888,182.16,Eletrônicos,Cartão
17,2020-10-29 08:06:28.838883888,104.86,Eletrônicos,Cartão
17,2020-02-03 08:06:28.838883888,241.23,Beleza,Pix
17,2020-02-10 08:06:28.838883888,154.73,Moda,Boleto
18,2020-01-31 11:36:53.141314131,47.64,Eletrônicos,Pix
18,2020-02-20 11:36:53.141314131,153.31,Casa,Cartão
18,2020-06-01 11:36:53.141314131,32.7,Casa,Cartão
18,2020-04-21 11:36:53.141314131,45.76,Casa,Pix
18,2020-01-15 11:36:53.141314131,363.7,Casa,Cartão
18,2020-10-22 11:36:53.141314131,272.83,Moda,Boleto
19,2020-03-08 15:07:17.443744374,164.2,Eletrônicos,Cartão
19,2020-05-10 15:07:17.443744374,210.81,Moda,Pix
19,2020-04-10 15:07:17.443744374,179.99,Moda,Cartão
19,2020-04-21 15:07:17.443744374,66.62,Esportes,Boleto
19,2020-04-13 15:07:17.443744374,329.41,Casa,Cartão
19,2020-10-22 15:07:17.443744374,340.19,Moda,Boleto
19,2020-02-06 15:07:17.443744374,215.14,Eletrônicos,Cartão
20,2020-03-29 18:37:41.746174617,98.05,Casa,Pix
20,2020-02-10 18:37:41.746174617,252.41,Eletrônicos,Cartão
20,2020-09-26 18:37:41.746174617,80.77,Moda,Cartão
20,2020-01-16 18:37:41.746174617,50.89,Esportes,Cartão
20,2020-01-13 18:37:41.746174617,187.0,Esportes,Boleto
20,2020-08-07 18:37:41.746174617,46.55,Moda,Cartão
21,2020-02-24 22:08:06.048604860,162.64,Moda,Boleto
22,2020-01-11 01:38:30.351035103,37.43,Moda,Cartão
22,2020-08-14 01:38:30.351035103,317.44,Eletrônicos,Boleto
22,2020-03-10 01:38:30.351035103,23.98,Esportes,Cartão
22,2020-02-18 01:38:30.351035103,75.34,Eletrônicos,Cartão
22,2020-01-08 01:38:30.351035103,56.3,Moda,Cartão
22,2020-05-08 01:38:30.351035103,90.22,Casa,Boleto
22,2020-01-23 01:38:30.351035103,303.23,Beleza,Cartão
23,2020-03-17 05:08:54.653465346,208.1,Moda,Cartão
23,2020-07-16 05:08:54.653465346,147.09,Esportes,Cartão
23,2020-03-04 05:08:54.653465346,132.11,Esportes,Cartão
23,2020-01-04 05:08:54.653465346,341.28,Moda,Pix
23,2020-06-04 05:08:54.653465346,115.95,Moda,Boleto
23,2020-01-28 05:08:54.653465346,39.06,Casa,Cartão
24,2020-02-13 08:39:18.955895589,118.52,Esportes,Boleto
24,2020-03-04 08:39:18.955895589,183.25,Casa,Cartão
24,2020-08-02 08:39:18.955895589,191.56,Eletrônicos,Boleto
24,2020-02-15 08:39:18.955895589,189.78,Esportes,Cartão
24,2020-03-26 08:39:18.955895589,196.83,Moda,Cartão
24,2020-05-14 08:39:18.955895589,389.76,Esportes,Cartão
24,2020-09-07 08:39:18.955895589,67.92,Eletrônicos,Cartão
25,2020-04-09 12:09:43.258325832,88.33,Eletrônicos,Cartão
25,2020-03-08 12:09:43.258325832,10.08,Casa,Pix
25,2020-08-15 12:09:43.258325832,78.72,Beleza,Cartão
25,2020-02-26 12:09:43.258325832,59.84,Casa,Cartão
25,2020-02-24 12:09:43.258325832,380.62,Eletrônicos,Cartão
25,2020-05-02 12:09:43.258325832,270.18,Eletrônicos,Cartão
25,2020-04-05 12:09:43.258325832,49.73,Beleza,Boleto
25,2020-02-26 12:09:43.258325832,170.16,Moda,Cartão
26,2020-02-15 15:40:07.560756075,171.93,Moda,Cartão
26,2020-11-17 15:40:07.560756075,127.75,Eletrônicos,Pix
26,2020-06-17 15:40:07.560756075,259.54,Casa,Boleto
26,2020-01-15 15:40:07.560756075,297.03,Eletrônicos,Pix
26,2020-04-15 15:40:07.560756075,293.71,Beleza,Cartão
26,2020-03-08 15:40:07.560756075,107.26,Moda,Cartão
27,2020-03-05 19:10:31.863186318,2.7,Beleza,Cartão
27,2020-03-19 19:10:31.863186318,99.11,Moda,Pix
27,2021-05-03 19:10:31.863186318,50.64,Moda,Boleto
27,2020-03-05 19:10:31.863186318,89.94,Esportes,Cartão
27,2020-05-21 19:10:31.863186318,157.58,Esportes,Cartão
27,2020-08-03 19:10:31.863186318,264.25,Casa,Cartão
27,2020-07-14 19:10:31.863186318,117.97,Casa,Boleto
27,2020-03-07 19:10:31.863186318,48.19,Beleza,Boleto
27,2020-06-27 19:10:31.863186318,224.94,Moda,Pix
28,2020-04-02 22:40:56.165616561,33.78,Casa,Cartão
28,2020-02-27 22:40:56.165616561,96.38,Esportes,Cartão
28,2020-02-08 22:40:56.165616561,12.85,Casa,Cartão
29,2020-01-09 02:11:20.468046804,39.85,Moda,Boleto
29,2020-06-23 02:11:20.468046804,158.17,Casa,Boleto
29,2020-01-07 02:11:20.468046804,101.11,Eletrônicos,Pix
29,2020-06-26 02:11:20.468046804,86.79,Eletrônicos,Pix
29,2020-05-30 02:11:20.468046804,131.34,Eletrônicos,Cartão
30,2020-08-31 05:41:44.770477047,285.4,Beleza,Boleto
30,2020-01-08 05:41:44.770477047,153.45,Beleza,Cartão
30,2020-02-17 05:41:44.770477047,107.29,Esportes,Cartão
31,2020-04-14 09:12:09.072907290,482.43,Casa,Boleto
31,2020-03-30 09:12:09.072907290,132.87,Eletrônicos,Cartão
31,2020-04-20 09:12:09.072907290,17.24,Eletrônicos,Boleto
31,2020-03-05 09:12:09.072907290,29.26,Moda,Cartão
31,2020-02-10 09:12:09.072907290,42.28,Moda,Boleto
31,2020-04-05 09:12:09.072907290,13.28,Moda,Cartão
32,2020-02-03 12:42:33.375337533,347.94,Eletrônicos,Pix
32,2020-06-20 12:42:33.375337533,319.04,Eletrônicos,Cartão
32,2020-02-04 12:42:33.375337533,130.21,Esportes,Cartão
32,2020-07-11 12:42:33.375337533,157.43,Moda,Pix
32,2020-03-27 12:42:33.375337533,176.52,Moda,Cartão
32,2020-03-20 12:42:33.375337533,428.11,Casa,Cartão
32,2020-01-05 12:42:33.375337533,140.07,Esportes,Pix
33,2020-02-04 16:12:57.677767776,248.14,Beleza,Cartão
33,2020-02-07 16:12:57.677767776,106.85,Esportes,Boleto
33,2020-03-02 16:12:57.677767776,172.54,Moda,Pix
33,2020-05-10 16:12:57.677767776,275.51,Eletrônicos,Pix
33,2020-01-13 16:12:57.677767776,82.48,Moda,Cartão
33,2020-07-01 16:12:57.677767776,121.74,Casa,Cartão
33,2020-02-05 16:12:57.677767776,221.94,Moda,Boleto
33,2020-08-31 16:12:57.677767776,232.37,Beleza,Pix
34,2020-03-28 19:43:21.980198019,241.84,Moda,Pix
34,2020-02-04 19:43:21.980198019,117.04,Beleza,Cartão
34,2020-02-21 19:43:21.980198019,28.66,Eletrônicos,Boleto
34,2020-05-15 19:43:21.980198019,192.93,Casa,Pix
34,2020-04-12 19:43:21.980198019,121.7,Eletrônicos,Boleto
34,2020-11-01 19:43:21.980198019,12.36,Esportes,Cartão
34,2020-07-19 19:43:21.980198019,91.17,Casa,Cartão
34,2020-04-14 19:43:21.980198019,127.3,Casa,Cartão
34,2020-06-13 19:43:21.980198019,44.15,Beleza,Cartão
34,2020-01-10 19:43:21.980198019,60.94,Casa,Cartão
34,2020-01-08 19:43:21.980198019,114.39,Casa,Cartão
34,2020-07-08 19:43:21.980198019,82.97,Eletrônicos,Pix
34,2020-02-03 19:43:21.980198019,69.97,Moda,Boleto
34,2020-08-29 19:43:21.980198019,109.6,Casa,Pix
34,2020-01-13 19:43:21.980198019,279.23,Moda,Cartão
34,2020-07-09 19:43:21.980198019,66.01,Esportes,Cartão
35,2020-01-18 23:13:46.282628262,177.02,Esportes,Cartão
35,2020-02-07 23:13:46.282628262,460.28,Eletrônicos,Boleto
35,2020-03-26 23:13:46.282628262,139.61,Moda,Pix
35,2020-03-03 23:13:46.282628262,83.88,Esportes,Cartão
35,2020-01-13 23:13:46.282628262,195.89,Casa,Boleto
35,2020-03-31 23:13:46.282628262,184.39,Casa,Boleto
35,2020-02-01 23:13:46.282628262,16.39,Moda,Boleto
35,2020-01-06 23:13:46.282628262,337.61,Esportes,Cartão
36,2020-03-27 02:44:10.585058505,79.83,Eletrônicos,Boleto
36,2020-03-09 02:44:10.585058505,28.85,Beleza,Cartão
36,2020-03-25 02:44:10.585058505,60.43,Beleza,Cartão
36,2020-01-06 02:44:10.585058505,269.41,Casa,Cartão
37,2020-06-16 06:14:34.887488748,429.43,Casa,Cartão
37,2020-01-11 06:14:34.887488748,66.0,Moda,Pix
37,2020-11-04 06:14:34.887488748,81.31,Moda,Cartão
37,2020-01-10 06:14:34.887488748,196.94,Eletrônicos,Pix
38,2020-01-26 09:44:59.189918991,53.14,Casa,Boleto
38,2020-01-28 09:44:59.189918991,63.62,Casa,Cartão
38,2020-01-31 09:44:59.189918991,260.08,Eletrônicos,Cartão
38,2020-04-25 09:44:59.189918991,59.82,Moda,Boleto
38,2020-03-30 09:44:59.189918991,148.48,Esportes,Cartão
38,2020-02-01 09:44:59.189918991,76.89,Moda,Cartão
38,2020-05-08 09:44:59.189918991,378.84,Esportes,Cartão
38,2020-01-09 09:44:59.189918991,184.07,Eletrônicos,Cartão
39,2020-03-19 13:15:23.492349234,154.51,Eletrônicos,Cartão
39,2020-05-05 13:15:23.492349234,80.87,Beleza,Pix
39,2020-01-15 13:15:23.492349234,116.21,Casa,Cartão
39,2020-09-10 13:15:23.492349234,185.71,Casa,Cartão
39,2020-04-23 13:15:23.492349234,495.77,Moda,Cartão
39,2020-03-03 13:15:23.492349234,273.98,Beleza,Boleto
39,2020-01-27 13:15:23.492349234,60.25,Moda,Cartão
39,2020-02-22 13:15:23.492349234,168.22,Moda,Cartão
39,2020-02-18 13:15:23.492349234,54.54,Casa,Cartão
39,2020-04-04 13:15:23.492349234,96.41,Beleza,Boleto
40,2020-04-07 16:45:47.794779477,172.02,Moda,Cartão
40,2020-06-07 16:45:47.794779477,112.49,Esportes,Pix
40,2020-03-14 16:45:47.794779477,62.39,Esportes,Cartão
40,2020-03-23 16:45:47.794779477,17.4,Moda,Cartão
40,2021-04-05 16:45:47.794779477,59.32,Moda,Cartão
40,2020-03-26 16:45:47.794779477,165.58,Moda,Cartão
40,2020-02-18 16:45:47.794779477,164.83,Casa,Cartão
40,2020-04-01 16:45:47.794779477,33.34,Esportes,Boleto
40,2020-11-29 16:45:47.794779477,64.36,Moda,Cartão
41,2020-04-28 20:16:12.097209720,325.47,Casa,Cartão
41,2020-09-11 20:16:12.097209720,540.68,Eletrônicos,Cartão
41,2020-01-18 20:16:12.097209720,450.14,Beleza,Boleto
41,2020-02-06 20:16:12.097209720,38.28,Moda,Cartão
41,2020-01-06 20:16:12.097209720,182.7,Eletrônicos,Pix
41,2020-02-03 20:16:12.097209720,162.93,Eletrônicos,Cartão
41,2020-05-07 20:16:12.097209720,162.02,Moda,Cartão
41,2020-01-06 20:16:12.097209720,197.34,Casa,Cartão
41,2020-04-13 20:16:12.097209720,268.61,Moda,Cartão
42,2020-02-02 23:46:36.399639963,292.95,Moda,Cartão
42,2020-06-15 23:46:36.399639963,24.8,Casa,Cartão
42,2021-01-14 23:46:36.399639963,146.78,Esportes,Cartão
42,2020-05-20 23:46:36.399639963,163.76,Casa,Cartão
42,2020-02-29 23:46:36.399639963,36.7,Eletrônicos,Boleto
42,2020-10-04 23:46:36.399639963,109.36,Eletrônicos,Cartão
42,2020-12-05 23:46:36.399639963,337.07,Esportes,Boleto
42,2020-03-29 23:46:36.399639963,264.84,Moda,Cartão
42,2020-05-10 23:46:36.399639963,112.27,Beleza,Cartão
43,2020-01-21 03:17:00.702070207,141.46,Eletrônicos,Cartão
43,2020-07-22 03:17:00.702070207,225.29,Beleza,Cartão
43,2020-08-23 03:17:00.702070207,181.74,Eletrônicos,Cartão
43,2020-06-27 03:17:00.702070207,197.72,Moda,Cartão
43,2020-03-12 03:17:00.702070207,150.55,Casa,Cartão
43,2020-01-15 03:17:00.702070207,59.67,Esportes,Cartão
43,2020-01-18 03:17:00.702070207,37.24,Beleza,Boleto
43,2020-02-03 03:17:00.702070207,208.43,Moda,Cartão
43,2020-11-09 03:17:00.702070207,152.19,Casa,Cartão
44,2020-05-09 06:47:25.004500450,235.27,Esportes,Cartão
44,2020-03-08 06:47:25.004500450,178.05,Eletrônicos,Boleto
44,2020-02-02 06:47:25.004500450,93.48,Beleza,Pix
44,2020-03-13 06:47:25.004500450,85.29,Casa,Pix
44,2020-06-22 06:47:25.004500450,124.45,Beleza,Boleto
44,2020-07-30 06:47:25.004500450,32.31,Casa,Pix
44,2020-02-18 06:47:25.004500450,355.04,Moda,Boleto
45,2020-04-11 10:17:49.306930693,78.69,Moda,Pix
45,2020-09-01 10:17:49.306930693,147.21,Eletrônicos,Cartão
45,2020-01-31 10:17:49.306930693,113.44,Beleza,Cartão
45,2020-02-16 10:17:49.306930693,56.37,Moda,Cartão
45,2020-05-05 10:17:49.306930693,259.57,Moda,Cartão
45,2020-03-02 10:17:49.306930693,87.07,Casa,Cartão
45,2020-09-07 10:17:49.306930693,67.02,Eletrônicos,Cartão
45,2020-01-25 10:17:49.306930693,138.93,Eletrônicos,Pix
45,2020-01-26 10:17:49.306930693,195.9,Beleza,Cartão
45,2020-10-23 10:17:49.306930693,149.83,Eletrônicos,Pix
45,2020-01-26 10:17:49.306930693,114.52,Casa,Cartão
45,2020-05-26 10:17:49.306930693,118.04,Beleza,Cartão
45,2020-01-12 10:17:49.306930693,199.45,Moda,Cartão
46,2020-03-24 13:48:13.609360936,160.8,Esportes,Cartão
46,2020-03-26 13:48:13.609360936,203.43,Eletrônicos,Pix
46,2020-01-19 13:48:13.609360936,250.08,Moda,Cartão
47,2020-05-29 17:18:37.911791179,78.5,Beleza,Pix
47,2020-01-28 17:18:37.911791179,96.32,Moda,Cartão
47,2020-07-06 17:18:37.911791179,57.94,Casa,Cartão
47,2020-06-23 17:18:37.911791179,186.46,Eletrônicos,Cartão
47,2020-11-15 17:18:37.911791179,140.83,Moda,Cartão
47,2020-03-15 17:18:37.911791179,311.07,Casa,Cartão
47,2020-02-02 17:18:37.911791179,209.54,Eletrônicos,Cartão
47,2020-02-09 17:18:37.911791179,290.33,Moda,Pix
47,2020-02-06 17:18:37.911791179,211.46,Casa,Cartão
47,2020-04-11 17:18:37.911791179,263.21,Moda,Cartão
47,2020-01-11 17:18:37.911791179,102.88,Beleza,Cartão
48,2020-04-04 20:49:02.214221422,76.67,Moda,Cartão
48,2020-01-27 20:49:02.214221422,48.93,Esportes,Pix
48,2020-04-09 20:49:02.214221422,119.33,Casa,Pix
48,2020-02-03 20:49:02.214221422,100.39,Eletrônicos,Cartão
48,2020-03-06 20:49:02.214221422,122.61,Beleza,Boleto
48,2020-02-20 20:49:02.214221422,200.22,Eletrônicos,Pix
48,2020-01-12 20:49:02.214221422,277.13,Moda,Cartão
49,2020-02-01 00:19:26.516651665,126.97,Moda,Pix
49,2020-03-06 00:19:26.516651665,368.31,Eletrônicos,Pix
49,2020-02-05 00:19:26.516651665,265.91,Casa,Cartão
49,2020-05-05 00:19:26.516651665,271.56,Moda,Pix
49,2020-02-12 00:19:26.516651665,112.48,Esportes,Boleto
49,2020-02-29 00:19:26.516651665,222.25,Beleza,Cartão
49,2020-06-03 00:19:26.516651665,63.95,Eletrônicos,Cartão
50,2020-02-01 03:49:50.819081908,235.58,Eletrônicos,Boleto
50,2020-01-18 03:49:50.819081908,168.38,Esportes,Cartão
50,2020-02-10 03:49:50.819081908,165.12,Casa,Cartão
50,2020-02-20 03:49:50.819081908,331.86,Beleza,Boleto
50,2020-01-27 03:49:50.819081908,106.68,Casa,Cartão
50,2020-04-19 03:49:50.819081908,1.43,Esportes,Cartão
50,2020-04-13 03:49:50.819081908,23.9,Casa,Boleto
50,2020-03-08 03:49:50.819081908,288.2,Moda,Cartão
51,2020-06-14 07:20:15.121512151,343.11,Eletrônicos,Pix
51,2020-07-31 07:20:15.121512151,118.73,Beleza,Boleto
51,2020-01-26 07:20:15.121512151,59.75,Beleza,Cartão
51,2020-04-13 07:20:15.121512151,90.36,Moda,Cartão
51,2020-02-24 07:20:15.121512151,263.42,Moda,Boleto
51,2020-01-16 07:20:15.121512151,155.78,Eletrônicos,Cartão
51,2020-05-18 07:20:15.121512151,190.54,Eletrônicos,Cartão
52,2020-02-13 10:50:39.423942394,87.07,Beleza,Cartão
52,2020-03-23 10:50:39.423942394,157.81,Eletrônicos,Boleto
52,2020-01-14 10:50:39.423942394,69.74,Beleza,Pix
52,2020-01-23 10:50:39.423942394,404.47,Beleza,Boleto
52,2020-05-17 10:50:39.423942394,416.23,Moda,Cartão
53,2020-01-28 14:21:03.726372637,74.59,Casa,Cartão
53,2020-08-09 14:21:03.726372637,71.46,Esportes,Pix
53,2020-01-24 14:21:03.726372637,25.3,Eletrônicos,Pix
54,2020-03-01 17:51:28.028802880,26.45,Eletrônicos,Cartão
54,2020-03-25 17:51:28.028802880,435.79,Moda,Cartão
54,2020-03-10 17:51:28.028802880,153.46,Casa,Cartão
54,2020-01-13 17:51:28.028802880,398.88,Casa,Cartão
54,2020-11-18 17:51:28.028802880,266.96,Moda,Cartão
54,2020-05-27 17:51:28.028802880,169.01,Moda,Boleto
54,2020-01-08 17:51:28.028802880,76.78,Esportes,Pix
54,2020-04-05 17:51:28.028802880,95.22,Beleza,Cartão
54,2020-09-21 17:51:28.028802880,27.57,Beleza,Boleto
55,2020-01-10 21:21:52.331233123,510.71,Moda,Cartão
55,2020-05-20 21:21:52.331233123,131.79,Esportes,Cartão
55,2020-01-11 21:21:52.331233123,161.45,Esportes,Boleto
55,2020-05-05 21:21:52.331233123,369.27,Casa,Cartão
55,2020-02-02 21:21:52.331233123,81.56,Casa,Cartão
55,2020-05-23 21:21:52.331233123,130.71,Beleza,Cartão
55,2020-10-19 21:21:52.331233123,125.76,Esportes,Pix
55,2020-01-24 21:21:52.331233123,193.9,Moda,Pix
55,2020-11-22 21:21:52.331233123,89.76,Esportes,Pix
55,2020-07-27 21:21:52.331233123,62.01,Esportes,Cartão
56,2020-07-17 00:52:16.633663366,42.86,Moda,Boleto
56,2020-08-30 00:52:16.633663366,271.49,Beleza,Cartão
56,2020-02-11 00:52:16.633663366,230.78,Moda,Pix
56,2021-09-01 00:52:16.633663366,50.69,Eletrônicos,Cartão
56,2020-08-17 00:52:16.633663366,284.03,Moda,Boleto
56,2020-06-27 00:52:16.633663366,138.04,Moda,Cartão
57,2020-06-06 04:22:40.936093609,39.03,Eletrônicos,Boleto
57,2020-05-17 04:22:40.936093609,87.77,Eletrônicos,Boleto
57,2020-03-16 04:22:40.936093609,58.81,Casa,Cartão
57,2020-01-15 04:22:40.936093609,139.06,Moda,Pix
57,2020-04-06 04:22:40.936093609,111.88,Moda,Cartão
57,2020-02-25 04:22:40.936093609,21.75,Casa,Cartão
57,2020-05-10 04:22:40.936093609,157.34,Beleza,Cartão
58,2020-02-20 07:53:05.238523852,26.97,Beleza,Pix
58,2020-03-19 07:53:05.238523852,159.7,Eletrônicos,Pix
58,2020-07-14 07:53:05.238523852,17.33,Esportes,Boleto
58,2020-04-04 07:53:05.238523852,67.87,Moda,Boleto
59,2020-03-19 11:23:29.540954095,84.36,Eletrônicos,Cartão
59,2020-01-17 11:23:29.540954095,222.36,Casa,Boleto
59,2020-07-15 11:23:29.540954095,219.25,Eletrônicos,Cartão
59,2020-03-30 11:23:29.540954095,103.05,Casa,Cartão
59,2020-07-23 11:23:29.540954095,236.28,Moda,Cartão
59,2020-04-11 11:23:29.540954095,255.52,Eletrônicos,Cartão
59,2020-04-20 11:23:29.540954095,68.3,Casa,Cartão
59,2020-08-04 11:23:29.540954095,223.74,Beleza,Boleto
59,2020-09-25 11:23:29.540954095,46.05,Casa,Cartão
60,2020-09-06 14:53:53.843384338,58.38,Casa,Cartão
60,2020-11-06 14:53:53.843384338,138.64,Moda,Cartão
60,2020-01-13 14:53:53.843384338,281.71,Moda,Cartão
60,2021-05-12 14:53:53.843384338,150.25,Moda,Cartão
